model	md5	caprieval_rank	score	irmsd	fnat	lrmsd	ilrmsd	dockq	cluster_id	cluster_ranking	model-cluster_ranking	air	angles	bonds	bsa	cdih	coup	dani	desolv	dihe	elec	improper	rdcs	rg	sym	total	vdw	vean	xpcs
../4_flexref/flexref_38.pdb	-	141	-67.291	2.957	0.333	7.045	7.024	0.377	13	15	3	0.905	0.000	0.000	756.390	0.000	0.000	0.000	-1.102	0.000	-33.979	0.000	0.000	0.000	0.000	-57.810	-24.736	0.000	0.000
../4_flexref/flexref_50.pdb	-	142	-66.332	3.026	0.400	7.229	7.213	0.392	13	15	4	6.129	0.000	0.000	767.725	0.000	0.000	0.000	-2.325	0.000	-28.759	0.000	0.000	0.000	0.000	-50.814	-28.184	0.000	0.000
../4_flexref/flexref_128.pdb	-	143	-65.854	5.516	0.200	12.793	12.772	0.192	43	16	3	2.098	0.000	0.000	926.095	0.000	0.000	0.000	-2.569	0.000	-17.145	0.000	0.000	0.000	0.000	-52.136	-37.089	0.000	0.000
../4_flexref/flexref_22.pdb	-	144	-64.590	3.359	0.400	8.125	8.029	0.363	9	13	3	3.000	0.000	0.000	726.402	0.000	0.000	0.000	-3.300	0.000	-25.569	0.000	0.000	0.000	0.000	-51.326	-28.757	0.000	0.000
../4_flexref/flexref_138.pdb	-	145	-64.076	5.435	0.167	12.550	12.549	0.184	43	16	4	1.159	0.000	0.000	941.003	0.000	0.000	0.000	-5.072	0.000	-9.350	0.000	0.000	0.000	0.000	-48.550	-40.359	0.000	0.000
../4_flexref/flexref_21.pdb	-	146	-63.636	2.706	0.567	6.482	6.459	0.478	11	1	20	0.555	0.000	0.000	827.891	0.000	0.000	0.000	-1.631	0.000	-20.504	0.000	0.000	0.000	0.000	-53.227	-33.278	0.000	0.000
../4_flexref/flexref_135.pdb	-	147	-62.521	2.802	0.500	6.679	6.638	0.447	9	13	4	14.822	0.000	0.000	759.492	0.000	0.000	0.000	-3.448	0.000	-20.514	0.000	0.000	0.000	0.000	-38.139	-32.447	0.000	0.000
../4_flexref/flexref_115.pdb	-	148	-61.448	5.318	0.133	12.436	12.435	0.175	48	12	6	24.342	0.000	0.000	579.519	0.000	0.000	0.000	-1.897	0.000	-33.140	0.000	0.000	0.000	0.000	-31.848	-23.049	0.000	0.000
../4_flexref/flexref_46.pdb	-	149	-60.803	3.392	0.367	8.148	8.161	0.350	10	14	4	29.325	0.000	0.000	747.830	0.000	0.000	0.000	-3.249	0.000	-23.042	0.000	0.000	0.000	0.000	-23.684	-29.966	0.000	0.000
../4_flexref/flexref_19.pdb	-	150	-60.144	2.939	0.467	6.947	6.958	0.424	13	15	5	1.001	0.000	0.000	732.146	0.000	0.000	0.000	-2.365	0.000	-19.514	0.000	0.000	0.000	0.000	-49.557	-31.044	0.000	0.000
../4_flexref/flexref_156.pdb	-	151	-59.485	5.324	0.167	12.364	12.350	0.187	39	10	7	28.078	0.000	0.000	793.275	0.000	0.000	0.000	-2.012	0.000	-15.246	0.000	0.000	0.000	0.000	-24.270	-37.102	0.000	0.000
../4_flexref/flexref_87.pdb	-	152	-59.441	2.982	0.433	7.329	7.347	0.403	15	17	2	0.748	0.000	0.000	755.581	0.000	0.000	0.000	4.400	0.000	-35.360	0.000	0.000	0.000	0.000	-55.613	-21.000	0.000	0.000
../4_flexref/flexref_132.pdb	-	153	-56.695	2.918	0.433	6.922	6.933	0.415	12	3	22	21.532	0.000	0.000	785.821	0.000	0.000	0.000	-0.492	0.000	-13.962	0.000	0.000	0.000	0.000	-28.966	-36.536	0.000	0.000
../4_flexref/flexref_122.pdb	-	154	-55.946	2.823	0.367	6.883	6.834	0.397	15	17	3	30.590	0.000	0.000	669.028	0.000	0.000	0.000	-2.310	0.000	-28.003	0.000	0.000	0.000	0.000	-19.415	-22.002	0.000	0.000
../4_flexref/flexref_97.pdb	-	155	-53.430	3.087	0.400	7.490	7.461	0.385	13	15	6	20.694	0.000	0.000	677.070	0.000	0.000	0.000	-0.817	0.000	-21.748	0.000	0.000	0.000	0.000	-27.218	-26.164	0.000	0.000
../4_flexref/flexref_190.pdb	-	156	-52.267	2.793	0.500	6.633	6.616	0.448	12	3	23	23.050	0.000	0.000	833.526	0.000	0.000	0.000	-3.069	0.000	-12.892	0.000	0.000	0.000	0.000	-20.118	-30.276	0.000	0.000
../4_flexref/flexref_102.pdb	-	157	-51.056	2.638	0.533	6.150	6.125	0.478	12	3	24	25.997	0.000	0.000	800.225	0.000	0.000	0.000	-4.948	0.000	-0.336	0.000	0.000	0.000	0.000	-14.708	-40.370	0.000	0.000
../4_flexref/flexref_48.pdb	-	158	-48.125	2.684	0.500	6.317	6.287	0.461	12	3	25	4.055	0.000	0.000	766.194	0.000	0.000	0.000	-2.309	0.000	-5.461	0.000	0.000	0.000	0.000	-34.505	-33.099	0.000	0.000
../4_flexref/flexref_98.pdb	-	159	-41.647	2.837	0.400	6.904	6.907	0.407	15	17	4	1.676	0.000	0.000	672.693	0.000	0.000	0.000	0.185	0.000	-14.871	0.000	0.000	0.000	0.000	-33.596	-20.401	0.000	0.000
../4_flexref/flexref_53.pdb	-	160	-40.388	2.938	0.467	7.172	7.211	0.419	11	1	21	34.327	0.000	0.000	708.091	0.000	0.000	0.000	2.176	0.000	-14.665	0.000	0.000	0.000	0.000	-4.588	-24.250	0.000	0.000
