model	md5	caprieval_rank	score	irmsd	fnat	lrmsd	ilrmsd	dockq	cluster_id	cluster_ranking	model-cluster_ranking	air	angles	bonds	bsa	cdih	coup	dani	desolv	dihe	elec	improper	rdcs	rg	sym	total	vdw	vean	xpcs
../07_flexref/flexref_67.pdb	-	52	-83.183	5.435	0.167	12.610	12.607	0.183	45	4	11	32.782	0.000	0.000	700.360	0.000	0.000	0.000	-1.699	0.000	-55.406	0.000	0.000	0.000	0.000	-44.977	-22.353	0.000	0.000
../07_flexref/flexref_134.pdb	-	53	-83.174	5.442	0.167	12.582	12.528	0.184	46	3	7	38.480	0.000	0.000	871.034	0.000	0.000	0.000	-0.643	0.000	-51.478	0.000	0.000	0.000	0.000	-39.189	-26.191	0.000	0.000
../07_flexref/flexref_124.pdb	-	54	-80.904	5.328	0.100	12.286	12.290	0.166	42	8	5	2.044	0.000	0.000	880.886	0.000	0.000	0.000	4.203	0.000	-44.485	0.000	0.000	0.000	0.000	-74.459	-32.017	0.000	0.000
../07_flexref/flexref_81.pdb	-	55	-79.913	3.247	0.333	8.013	8.017	0.346	10	5	4	68.297	0.000	0.000	1081.560	0.000	0.000	0.000	0.418	0.000	-34.123	0.000	0.000	0.000	0.000	-8.048	-42.222	0.000	0.000
../07_flexref/flexref_19.pdb	-	56	-79.758	2.704	0.567	6.320	6.299	0.482	25	9	2	31.105	0.000	0.000	936.842	0.000	0.000	0.000	-5.962	0.000	-23.163	0.000	0.000	0.000	0.000	-36.433	-44.375	0.000	0.000
../07_flexref/flexref_65.pdb	-	57	-79.277	5.393	0.067	12.520	12.534	0.151	42	8	6	20.403	0.000	0.000	831.975	0.000	0.000	0.000	4.103	0.000	-38.456	0.000	0.000	0.000	0.000	-56.698	-38.645	0.000	0.000
../07_flexref/flexref_85.pdb	-	58	-78.484	3.062	0.467	7.426	7.413	0.409	25	9	3	1.512	0.000	0.000	749.331	0.000	0.000	0.000	0.210	0.000	-48.430	0.000	0.000	0.000	0.000	-69.839	-22.921	0.000	0.000
../07_flexref/flexref_140.pdb	-	59	-78.101	2.123	0.533	5.643	5.557	0.520	19	7	4	1.668	0.000	0.000	729.292	0.000	0.000	0.000	3.506	0.000	-54.865	0.000	0.000	0.000	0.000	-72.814	-19.616	0.000	0.000
../07_flexref/flexref_17.pdb	-	60	-78.027	2.674	0.567	6.235	6.226	0.485	25	9	4	43.888	0.000	0.000	913.749	0.000	0.000	0.000	-5.630	0.000	-29.741	0.000	0.000	0.000	0.000	-23.761	-37.907	0.000	0.000
../07_flexref/flexref_6.pdb	-	61	-77.951	2.516	0.567	5.850	5.823	0.502	25	9	5	4.665	0.000	0.000	932.854	0.000	0.000	0.000	-5.340	0.000	-22.819	0.000	0.000	0.000	0.000	-59.084	-40.930	0.000	0.000
../07_flexref/flexref_126.pdb	-	62	-77.162	2.515	0.467	6.075	6.070	0.464	11	13	1	32.452	0.000	0.000	1020.560	0.000	0.000	0.000	2.443	0.000	-40.170	0.000	0.000	0.000	0.000	-40.192	-32.474	0.000	0.000
../07_flexref/flexref_128.pdb	-	63	-77.075	4.598	0.100	11.251	11.224	0.187	36	10	2	71.938	0.000	0.000	834.285	0.000	0.000	0.000	-1.634	0.000	-51.445	0.000	0.000	0.000	0.000	-2.353	-22.846	0.000	0.000
../07_flexref/flexref_88.pdb	-	64	-76.919	4.494	0.067	10.606	10.602	0.186	36	10	3	71.384	0.000	0.000	807.640	0.000	0.000	0.000	-4.560	0.000	-43.960	0.000	0.000	0.000	0.000	-0.037	-27.461	0.000	0.000
../07_flexref/flexref_66.pdb	-	65	-76.406	2.663	0.500	6.624	6.560	0.454	19	7	5	41.176	0.000	0.000	839.292	0.000	0.000	0.000	0.880	0.000	-36.657	0.000	0.000	0.000	0.000	-31.835	-36.355	0.000	0.000
../07_flexref/flexref_114.pdb	-	66	-75.925	5.325	0.233	12.953	12.936	0.203	32	6	5	40.338	0.000	0.000	878.061	0.000	0.000	0.000	0.940	0.000	-44.306	0.000	0.000	0.000	0.000	-31.781	-27.812	0.000	0.000
../07_flexref/flexref_69.pdb	-	67	-75.447	3.492	0.367	8.680	8.614	0.337	19	7	6	30.534	0.000	0.000	753.455	0.000	0.000	0.000	-2.507	0.000	-27.157	0.000	0.000	0.000	0.000	-37.926	-41.303	0.000	0.000
../07_flexref/flexref_43.pdb	-	68	-75.329	2.976	0.533	7.506	7.445	0.433	19	7	7	37.329	0.000	0.000	857.212	0.000	0.000	0.000	-1.061	0.000	-34.937	0.000	0.000	0.000	0.000	-32.100	-34.493	0.000	0.000
../07_flexref/flexref_89.pdb	-	69	-75.209	1.931	0.500	4.733	4.637	0.547	19	7	8	5.795	0.000	0.000	827.611	0.000	0.000	0.000	-3.735	0.000	-29.721	0.000	0.000	0.000	0.000	-57.983	-34.056	0.000	0.000
../07_flexref/flexref_100.pdb	-	70	-75.149	3.730	0.167	9.374	9.326	0.252	13	2	10	49.069	0.000	0.000	891.908	0.000	0.000	0.000	0.762	0.000	-36.295	0.000	0.000	0.000	0.000	-22.829	-35.603	0.000	0.000
../07_flexref/flexref_90.pdb	-	71	-74.997	4.684	0.100	11.056	11.060	0.188	36	10	4	76.018	0.000	0.000	819.398	0.000	0.000	0.000	-2.082	0.000	-46.782	0.000	0.000	0.000	0.000	3.696	-25.540	0.000	0.000
../07_flexref/flexref_52.pdb	-	72	-74.744	2.107	0.467	5.379	5.312	0.506	22	12	2	41.456	0.000	0.000	915.537	0.000	0.000	0.000	-4.604	0.000	-30.322	0.000	0.000	0.000	0.000	-23.675	-34.808	0.000	0.000
../07_flexref/flexref_104.pdb	-	73	-74.411	3.317	0.233	8.057	8.067	0.310	13	2	11	0.467	0.000	0.000	892.184	0.000	0.000	0.000	-1.136	0.000	-45.735	0.000	0.000	0.000	0.000	-63.933	-18.665	0.000	0.000
../07_flexref/flexref_31.pdb	-	74	-74.265	2.369	0.500	5.843	5.809	0.488	19	7	9	5.012	0.000	0.000	788.840	0.000	0.000	0.000	-1.205	0.000	-32.017	0.000	0.000	0.000	0.000	-60.661	-33.656	0.000	0.000
../07_flexref/flexref_28.pdb	-	75	-72.992	2.739	0.400	6.725	6.670	0.415	19	7	10	55.768	0.000	0.000	781.236	0.000	0.000	0.000	-3.334	0.000	-32.985	0.000	0.000	0.000	0.000	-11.655	-34.438	0.000	0.000
../07_flexref/flexref_103.pdb	-	76	-72.977	4.737	0.333	12.512	12.476	0.247	17	11	2	49.858	0.000	0.000	800.001	0.000	0.000	0.000	0.831	0.000	-40.221	0.000	0.000	0.000	0.000	-20.936	-30.573	0.000	0.000
../07_flexref/flexref_110.pdb	-	77	-71.961	3.886	0.333	9.718	9.620	0.299	17	11	3	39.539	0.000	0.000	782.501	0.000	0.000	0.000	-3.353	0.000	-31.523	0.000	0.000	0.000	0.000	-25.198	-33.213	0.000	0.000
../07_flexref/flexref_40.pdb	-	78	-71.183	5.387	0.133	12.433	12.444	0.175	42	8	7	5.810	0.000	0.000	853.799	0.000	0.000	0.000	0.184	0.000	-31.132	0.000	0.000	0.000	0.000	-57.600	-32.278	0.000	0.000
../07_flexref/flexref_74.pdb	-	79	-70.342	3.643	0.300	9.331	9.176	0.299	17	11	4	5.400	0.000	0.000	680.059	0.000	0.000	0.000	-0.122	0.000	-41.115	0.000	0.000	0.000	0.000	-58.560	-22.845	0.000	0.000
../07_flexref/flexref_129.pdb	-	80	-68.734	4.002	0.100	10.031	10.061	0.214	13	2	12	27.822	0.000	0.000	852.447	0.000	0.000	0.000	-1.219	0.000	-30.250	0.000	0.000	0.000	0.000	-33.950	-31.522	0.000	0.000
../07_flexref/flexref_37.pdb	-	81	-66.208	5.446	0.067	12.651	12.647	0.149	42	8	8	71.000	0.000	0.000	639.975	0.000	0.000	0.000	-0.774	0.000	-44.673	0.000	0.000	0.000	0.000	4.866	-21.460	0.000	0.000
../07_flexref/flexref_123.pdb	-	82	-65.570	4.197	0.267	10.294	10.171	0.262	17	11	5	42.968	0.000	0.000	757.954	0.000	0.000	0.000	-4.054	0.000	-29.080	0.000	0.000	0.000	0.000	-15.265	-29.154	0.000	0.000
../07_flexref/flexref_18.pdb	-	83	-65.432	2.632	0.533	6.178	6.174	0.478	25	9	6	15.455	0.000	0.000	942.498	0.000	0.000	0.000	-2.167	0.000	-12.683	0.000	0.000	0.000	0.000	-39.930	-42.702	0.000	0.000
../07_flexref/flexref_63.pdb	-	84	-65.195	4.651	0.133	10.983	10.970	0.201	36	10	5	99.900	0.000	0.000	776.424	0.000	0.000	0.000	0.503	0.000	-42.044	0.000	0.000	0.000	0.000	31.976	-25.880	0.000	0.000
../07_flexref/flexref_118.pdb	-	85	-64.103	2.457	0.367	6.052	6.077	0.434	11	13	2	0.533	0.000	0.000	960.121	0.000	0.000	0.000	3.526	0.000	-26.430	0.000	0.000	0.000	0.000	-57.548	-31.651	0.000	0.000
../07_flexref/flexref_112.pdb	-	86	-61.344	5.380	0.300	12.937	12.913	0.225	32	6	6	37.681	0.000	0.000	991.786	0.000	0.000	0.000	-2.775	0.000	-9.607	0.000	0.000	0.000	0.000	-14.739	-42.813	0.000	0.000
../07_flexref/flexref_106.pdb	-	87	-60.575	4.821	0.333	11.931	11.830	0.253	32	6	7	44.847	0.000	0.000	823.087	0.000	0.000	0.000	-1.457	0.000	-30.105	0.000	0.000	0.000	0.000	-10.524	-25.267	0.000	0.000
../07_flexref/flexref_46.pdb	-	88	-59.150	5.255	0.133	12.151	12.154	0.179	42	8	9	41.093	0.000	0.000	738.515	0.000	0.000	0.000	-0.233	0.000	-19.768	0.000	0.000	0.000	0.000	-14.547	-35.873	0.000	0.000
../07_flexref/flexref_80.pdb	-	89	-56.896	4.283	0.333	11.009	10.916	0.272	17	11	6	45.389	0.000	0.000	609.522	0.000	0.000	0.000	-2.759	0.000	-28.088	0.000	0.000	0.000	0.000	-7.192	-24.492	0.000	0.000
../07_flexref/flexref_42.pdb	-	90	-55.457	2.157	0.367	5.344	5.326	0.470	22	12	3	73.714	0.000	0.000	761.906	0.000	0.000	0.000	-5.467	0.000	-19.384	0.000	0.000	0.000	0.000	23.972	-30.359	0.000	0.000
../07_flexref/flexref_125.pdb	-	91	-52.206	4.021	0.167	9.630	9.583	0.242	36	10	6	124.169	0.000	0.000	766.837	0.000	0.000	0.000	-0.969	0.000	-35.091	0.000	0.000	0.000	0.000	68.183	-20.894	0.000	0.000
../07_flexref/flexref_51.pdb	-	92	-51.936	2.416	0.367	6.246	5.978	0.431	22	12	4	95.158	0.000	0.000	660.071	0.000	0.000	0.000	-4.961	0.000	-35.886	0.000	0.000	0.000	0.000	45.268	-14.004	0.000	0.000
../07_flexref/flexref_53.pdb	-	93	-50.888	5.512	0.133	12.662	12.660	0.171	45	4	12	47.778	0.000	0.000	860.048	0.000	0.000	0.000	0.867	0.000	-15.550	0.000	0.000	0.000	0.000	-0.155	-32.383	0.000	0.000
../07_flexref/flexref_102.pdb	-	94	-50.406	5.084	0.300	13.101	13.024	0.225	17	11	7	55.062	0.000	0.000	807.641	0.000	0.000	0.000	0.420	0.000	-22.244	0.000	0.000	0.000	0.000	6.805	-26.012	0.000	0.000
../07_flexref/flexref_48.pdb	-	95	-48.552	3.149	0.400	7.888	7.914	0.374	11	13	3	43.942	0.000	0.000	938.423	0.000	0.000	0.000	4.635	0.000	-10.356	0.000	0.000	0.000	0.000	-4.254	-37.841	0.000	0.000
../07_flexref/flexref_127.pdb	-	96	-47.746	5.558	0.167	12.902	12.872	0.179	46	3	8	70.754	0.000	0.000	636.131	0.000	0.000	0.000	-2.698	0.000	-31.814	0.000	0.000	0.000	0.000	24.991	-13.949	0.000	0.000
../07_flexref/flexref_38.pdb	-	97	-45.928	5.698	0.033	13.448	13.437	0.128	42	8	10	7.438	0.000	0.000	669.588	0.000	0.000	0.000	4.817	0.000	-20.856	0.000	0.000	0.000	0.000	-37.355	-23.937	0.000	0.000
../07_flexref/flexref_34.pdb	-	98	-43.389	2.548	0.500	6.408	6.378	0.465	11	13	4	39.277	0.000	0.000	730.666	0.000	0.000	0.000	4.632	0.000	-20.252	0.000	0.000	0.000	0.000	-5.366	-24.391	0.000	0.000
../07_flexref/flexref_119.pdb	-	99	-15.365	4.519	0.233	11.442	11.431	0.229	17	11	8	87.219	0.000	0.000	438.228	0.000	0.000	0.000	-2.364	0.000	-3.749	0.000	0.000	0.000	0.000	69.878	-13.591	0.000	0.000
